round,loss,accuracy,precision,recall,f1,auc
1,7.3533350944519045,0.7533333333333333,0.29766081871345024,0.9166666666666666,0.43038631060409654,0.8131895621338268
2,38.18886446634929,0.7666666666666667,0.3209150326797386,0.9666666666666667,0.45781119465329984,0.8411201048411964
3,491.1748986816406,0.88,0.0,0.0,0.0,0.3500154178230034
4,423.3253161621094,0.8533333333333334,0.0,0.0,0.0,0.40214307739747146
5,1090.6396769205728,0.8866666666666667,0.0,0.0,0.0,0.5
6,288.6481833902995,0.7333333333333333,0.2933723196881092,1.0,0.43434343434343425,0.8550377736663584
7,1025.6222412109375,0.68,0.1503267973856209,0.38888888888888884,0.2,0.5142152328091274
8,807.1271089680989,0.5666666666666667,0.10305958132045089,0.3555555555555555,0.14652014652014653,0.320692517216569
9,1077.6150366210939,0.12666666666666668,0.11416666666666667,1.0,0.1997095134350036,0.5070921985815603
10,3980.836474609375,0.8533333333333334,0.0,0.0,0.0,0.4707793709528214
11,5482.9225390625,0.8333333333333334,0.0,0.0,0.0,0.4523512180080173
12,3819.766865234375,0.7533333333333333,0.0,0.0,0.0,0.35387372802960226
13,5696.487233072917,0.8866666666666667,0.0,0.0,0.0,0.5
14,5099.889596354166,0.5933333333333334,0.0,0.0,0.0,0.2064292321924144
15,4971.6464453125,0.31333333333333335,0.0,0.0,0.0,0.17102605612087574
16,7684.249309895833,0.28,0.0,0.0,0.0,0.15259790317607155
17,1214.5142325846355,0.34,0.12261904761904761,0.7722222222222221,0.2063697705802969,0.5290627248432521
18,3898.760390625,0.9,0.3333333333333333,0.06666666666666667,0.11111111111111109,0.5297872340425531
19,2385.492099609375,0.8866666666666667,0.4809523809523809,0.5944444444444443,0.5222222222222221,0.7516793863706446
20,2395.225467936198,0.25333333333333335,0.09666553852600365,0.6277777777777778,0.16380722539125347,0.4099611984787748
21,3855.6091455078126,0.8666666666666667,0.27777777777777773,0.21666666666666667,0.24338624338624337,0.5773280912735123
22,7664.1358463541665,0.8733333333333333,0.0,0.0,0.0,0.49221014492753623
23,8712.347024739584,0.88,0.0,0.0,0.0,0.49637681159420294
24,4445.226781412761,0.86,0.22222222222222218,0.13333333333333333,0.16666666666666666,0.5344025593586186
25,2123.283563639323,0.8733333333333333,0.4314814814814815,0.8555555555555554,0.5663403263403264,0.8558763747558843
26,2933.350242513021,0.21333333333333335,0.11969696969696969,0.9666666666666667,0.20719965613582636,0.5430157261794635
27,1682.8369905598959,0.41333333333333333,0.14192764192764193,0.8555555555555554,0.2373369938229238,0.5985231010381334
28,10875.351471354166,0.7666666666666667,0.08333333333333333,0.03333333333333333,0.047619047619047616,0.42505087881591125
29,2382.4896756998696,0.68,0.20536290559173856,0.7055555555555555,0.3117039964866052,0.6878830044197758
30,2263.3277303059895,0.24666666666666667,0.11585365853658537,0.8555555555555554,0.19935792028815286,0.5089680337136396
31,2570.488199666341,0.7533333333333333,0.2636285283344107,0.6777777777777777,0.36891793754538854,0.7185913249049235
32,2384.498778483073,0.88,0.46455026455026455,0.8555555555555554,0.5935353535353536,0.8670855175249256
33,2333.98595703125,0.8733333333333333,0.44444444444444436,0.9666666666666667,0.5971428571428571,0.9153176071538699
34,2661.176883951823,0.88,0.45,0.8555555555555554,0.5834343434343434,0.8670084284099087
35,6155.385794270834,0.8933333333333333,0.44444444444444436,0.4666666666666667,0.43333333333333335,0.7591247815808407
36,8819.618590494792,0.88,0.38888888888888884,0.15,0.21367521367521367,0.560117946345976
37,11973.015091145833,0.8933333333333333,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.5416666666666666
38,7285.153372395834,0.9466666666666667,0.8333333333333334,0.611111111111111,0.6888888888888889,0.8020094562647754
39,2661.401862487793,0.9066666666666666,0.5349206349206349,0.7888888888888889,0.623905723905724,0.8568904820639326
40,2874.0157552083333,0.8533333333333334,0.40871212121212125,0.9666666666666667,0.5623931623931624,0.9039816527906259
41,2555.446263020833,0.8733333333333333,0.44047619047619047,0.8222222222222222,0.5656565656565656,0.8503417617432419
42,2027.5979036458334,0.8533333333333334,0.40819964349376114,1.0,0.5675485008818343,0.9171022201665124
43,3894.9278125,0.7866666666666666,0.3331766917293233,1.0,0.48329636351414934,0.8801688251618871
44,3323.4551627604164,0.8066666666666666,0.3544159544159544,1.0,0.5060690943043884,0.8915047795251311
45,2698.315986328125,0.82,0.3646723646723647,1.0,0.5199579831932774,0.8985969781066914
46,2495.8575960286457,0.8266666666666667,0.3732193732193732,1.0,0.5297619047619048,0.9022201665124885
47,785.6602823893229,0.8733333333333333,0.44052287581699345,1.0,0.6040564373897707,0.9278176071538697
48,1590.1530094401041,0.8533333333333334,0.40819964349376114,1.0,0.5675485008818343,0.9171022201665124
49,1488.923779703776,0.9333333333333333,0.6416666666666667,0.6777777777777777,0.6507936507936508,0.8204607359440848
50,3429.7671423339843,0.9,0.43333333333333335,0.44444444444444436,0.42962962962962964,0.7108862678589783
51,610.2461877441406,0.8666666666666667,0.44444444444444436,0.9,0.5833333333333334,0.8850639839654643
52,1552.6861962890625,0.86,0.4172905525846703,1.0,0.5785375118708452,0.9206483194572926
53,10871.816214192708,0.8866666666666667,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.5375
